task_name,trial,costs,all_cost,best_cost,best_all_cost,cmp
dense_small_batch.gpu,1,0.0073236433125,1.5943825244903564,0.004168303810810811,1.2866263389587402,0.5688522126128195
dense_small_batch.gpu,2,0.00828178765625,1.8752081394195557,0.004168303810810811,1.2866263389587402,0.5030400289916518
dense_small_batch.gpu,3,0.01297260495,1.570723533630371,0.004168303810810811,1.2866263389587402,0.321143727012415
dense_small_batch.gpu,4,0.027884929849999997,2.520094156265259,0.004168303810810811,1.2866263389587402,0.14940222998992783
dense_small_batch.gpu,5,0.004168303810810811,1.2866263389587402,0.004168303810810811,1.2866263389587402,0.9994642645523304
dense_small_batch.gpu,6,0.017797375849999998,1.9606306552886963,0.004168303810810811,1.2866263389587402,0.23408342543390764
dense_small_batch.gpu,7,0.004319917277777778,1.3094978332519531,0.004168303810810811,1.2866263389587402,0.9643866849334173
dense_small_batch.gpu,8,0.004636486242424242,1.3565504550933838,0.004168303810810811,1.2866263389587402,0.8985405078058474
dense_small_batch.gpu,9,0.007448000999999999,1.6277570724487305,0.004168303810810811,1.2866263389587402,0.5593542082906143
dense_small_batch.gpu,10,0.004183938333333334,1.358121395111084,0.004168303810810811,1.2866263389587402,0.9957294708460974
dense_small_batch.gpu,11,0.01541941195,1.6909780502319336,0.004168303810810811,1.2866263389587402,0.2701835009150724
dense_small_batch.gpu,12,0.01079702925,1.4399116039276123,0.004168303810810811,1.2866263389587402,0.3858534237742019
dense_small_batch.gpu,13,0.004660086787878787,1.4254567623138428,0.004168303810810811,1.2866263389587402,0.8939899388867489
dense_small_batch.gpu,14,0.00444689794117647,1.3195669651031494,0.004168303810810811,1.2866263389587402,0.9368487331644334
dense_small_batch.gpu,15,0.004658861242424243,1.3766107559204102,0.004168303810810811,1.2866263389587402,0.8942251090815669
dense_small_batch.gpu,16,0.00628950428125,1.5460646152496338,0.004168303810810811,1.2866263389587402,0.6623845881021838
dense_small_batch.gpu,17,0.004858822363636364,1.3820013999938965,0.004168303810810811,1.2866263389587402,0.8574239580935817
dense_small_batch.gpu,18,0.004445195117647059,1.313858985900879,0.004168303810810811,1.2866263389587402,0.9372076123641335
