task_name,trial,costs,all_cost,best_cost,best_all_cost,cmp
conv2d_nchw_winograd.cuda,1,0.031691282700000004,3.83579421043396,0.0002310220298953662,1.7917404174804688,0.002511447942395164
conv2d_nchw_winograd.cuda,2,0.001049390846153846,2.459348201751709,0.0002310220298953662,1.7917404174804688,0.07584495997891526
conv2d_nchw_winograd.cuda,3,0.00157105971875,2.3898494243621826,0.0002310220298953662,1.7917404174804688,0.050660713771023526
conv2d_nchw_winograd.cuda,4,0.0017989101041666665,5.600728750228882,0.0002310220298953662,1.7917404174804688,0.044244015609467315
conv2d_nchw_winograd.cuda,5,0.027349536299999998,6.903186321258545,0.0002310220298953662,1.7917404174804688,0.002910140993095319
conv2d_nchw_winograd.cuda,6,0.0009890485189873418,1.8773794174194336,0.0002310220298953662,1.7917404174804688,0.08047229756763541
conv2d_nchw_winograd.cuda,9,0.0014290902662721895,2.1157875061035156,0.0002310220298953662,1.7917404174804688,0.05569347759704025
conv2d_nchw_winograd.cuda,10,0.0002642874908789386,1.6570188999176025,0.0002310220298953662,1.7917404174804688,0.3011531361703248
conv2d_nchw_winograd.cuda,11,0.0013781574864864864,2.285172462463379,0.0002310220298953662,1.7917404174804688,0.05775175007878819
conv2d_nchw_winograd.cuda,14,0.0009897629303797467,2.0050156116485596,0.0002310220298953662,1.7917404174804688,0.08041421262184616
conv2d_nchw_winograd.cuda,15,0.002072223173333333,5.068420648574829,0.0002310220298953662,1.7917404174804688,0.03840851108751482
conv2d_nchw_winograd.cuda,16,0.0005090315669515669,1.8698904514312744,0.0002310220298953662,1.7917404174804688,0.15635770332560014
conv2d_nchw_winograd.cuda,17,0.0005823024711538461,1.8644170761108398,0.0002310220298953662,1.7917404174804688,0.13668327144665385
conv2d_nchw_winograd.cuda,18,0.0005432963724832215,1.7411682605743408,0.0002310220298953662,1.7917404174804688,0.14649648103666743
conv2d_nchw_winograd.cuda,21,0.0005407443754266211,1.8793981075286865,0.0002310220298953662,1.7917404174804688,0.14718785871047668
conv2d_nchw_winograd.cuda,22,0.004120635486486487,2.926858425140381,0.0002310220298953662,1.7917404174804688,0.01931522625327939
conv2d_nchw_winograd.cuda,23,0.0006480065138339921,1.835644245147705,0.0002310220298953662,1.7917404174804688,0.12282439301091391
conv2d_nchw_winograd.cuda,24,0.000849392593137255,3.38076114654541,0.0002310220298953662,1.7917404174804688,0.0937034386358455
conv2d_nchw_winograd.cuda,25,0.0014936617453416151,2.682623863220215,0.0002310220298953662,1.7917404174804688,0.05328583059518286
conv2d_nchw_winograd.cuda,26,0.00033855631634819536,2.199472665786743,0.0002310220298953662,1.7917404174804688,0.23508941610447293
conv2d_nchw_winograd.cuda,27,0.0037182287254901958,12.115097761154175,0.0002310220298953662,1.7917404174804688,0.021405624184210326
conv2d_nchw_winograd.cuda,28,0.000316088003539823,2.0994656085968018,0.0002310220298953662,1.7917404174804688,0.25180015007672074
conv2d_nchw_winograd.cuda,29,0.0016206308137931035,12.221544027328491,0.0002310220298953662,1.7917404174804688,0.04911112762473945
conv2d_nchw_winograd.cuda,30,0.0009335269740932642,1.7036142349243164,0.0002310220298953662,1.7917404174804688,0.08525838988861066
conv2d_nchw_winograd.cuda,31,0.00522155659375,2.4373691082000732,0.0002310220298953662,1.7917404174804688,0.015242773931445233
