task_name,trial,costs,all_cost,best_cost,best_all_cost,cmp
batch_matmul.cuda,1,0.0009287747025641025,1.8919236660003662,2.5314384390718805e-05,1.2952301502227783,0.01494627115937406
batch_matmul.cuda,2,0.0026036956379310344,1.3515112400054932,2.5314384390718805e-05,1.2952301502227783,0.00533154426664126
batch_matmul.cuda,3,0.00150449896,1.3039920330047607,2.5314384390718805e-05,1.2952301502227783,0.00922680501586393
batch_matmul.cuda,4,0.0009478020748031495,1.7736756801605225,2.5314384390718805e-05,1.2952301502227783,0.014646220893083803
batch_matmul.cuda,5,0.0006778665910364145,1.7570102214813232,2.5314384390718805e-05,1.2952301502227783,0.02047854066574635
batch_matmul.cuda,6,0.0005448953242630385,1.7431972026824951,2.5314384390718805e-05,1.2952301502227783,0.025475936262189164
batch_matmul.cuda,7,0.0005065277199999999,1.7851605415344238,2.5314384390718805e-05,1.2952301502227783,0.027405644355436395
batch_matmul.cuda,8,0.0004890379592668024,1.7755651473999023,2.5314384390718805e-05,1.2952301502227783,0.02838576901331431
batch_matmul.cuda,9,0.0024037028699999997,1.7963836193084717,2.5314384390718805e-05,1.2952301502227783,0.005775139150410078
batch_matmul.cuda,10,0.00151621272,1.4180166721343994,2.5314384390718805e-05,1.2952301502227783,0.009155521759829362
batch_matmul.cuda,11,0.0009611149363057325,1.39094877243042,2.5314384390718805e-05,1.2952301502227783,0.014443349100210284
batch_matmul.cuda,12,0.0006779532853107345,1.7728135585784912,2.5314384390718805e-05,1.2952301502227783,0.020475921942213895
batch_matmul.cuda,13,0.000546357909090909,1.346909761428833,2.5314384390718805e-05,1.2952301502227783,0.025407737893989694
batch_matmul.cuda,14,0.0004944540143737166,1.6763513088226318,2.5314384390718805e-05,1.2952301502227783,0.028074842446314998
batch_matmul.cuda,15,0.0004755887281746032,1.7652027606964111,2.5314384390718805e-05,1.2952301502227783,0.029188493604065533
batch_matmul.cuda,16,0.0015373277575757578,1.3826448917388916,2.5314384390718805e-05,1.2952301502227783,0.009029771616418622
batch_matmul.cuda,17,0.0009928084935897437,1.3366403579711914,2.5314384390718805e-05,1.2952301502227783,0.013982272150288815
