tiles,num_threads,costs,best_costs,all_cost,log,trial
54.0,1024.0,5.127273797139142e-05,1.4682187646014393e-05,2.1447227001190186,0.2863546638411741,0.0
54.0,1024.0,5.125347606782571e-05,1.4682187646014393e-05,1.869278907775879,0.28646228065750867,2.0
54.0,1024.0,5.1399594134138454e-05,1.4682187646014393e-05,1.892831802368164,0.2856479295867205,4.0
62.0,1024.0,6.155492218500387e-05,1.4682187646014393e-05,2.2501015663146973,0.23852174813716678,6.0
62.0,1024.0,6.204003931140802e-05,1.4682187646014393e-05,2.106823682785034,0.23665664640084472,8.0
50.0,1024.0,4.247133946577039e-05,1.4682187646014393e-05,1.8431313037872314,0.3456963644353022,10.0
50.0,1024.0,4.2463141563055064e-05,1.4682187646014393e-05,1.8039987087249756,0.34576310431983176,12.0
54.0,1024.0,3.931055755277045e-05,1.4682187646014393e-05,1.8805420398712158,0.3734922260083704,16.0
54.0,1024.0,5.1320277634408597e-05,1.4682187646014393e-05,1.8433196544647217,0.28608940408713723,18.0
62.0,1024.0,6.104015267175573e-05,1.4682187646014393e-05,1.7131266593933105,0.24053327200814947,20.0
50.0,1024.0,4.312691805959302e-05,1.4682187646014393e-05,1.7858071327209473,0.3404413834006516,20.0
54.0,1024.0,4.0359084060402686e-05,1.4682187646014393e-05,1.856264352798462,0.36378892107760835,22.0
70.0,1024.0,5.3779007659382746e-05,1.4682187646014393e-05,1.8978807926177979,0.2730096423311897,24.0
62.0,1024.0,6.239285725971369e-05,1.4682187646014393e-05,1.5604641437530518,0.23531840487604183,28.0
54.0,1024.0,5.944002419555999e-05,1.4682187646014393e-05,3.9330573081970215,0.24700843993113838,30.0
70.0,1024.0,5.532480065131426e-05,1.4682187646014393e-05,1.8400375843048096,0.2653816637957576,32.0
54.0,1024.0,3.924996363932822e-05,1.4682187646014393e-05,1.9127066135406494,0.3740688215900137,34.0
54.0,1024.0,3.934139303238469e-05,1.4682187646014393e-05,1.8491032123565674,0.37319948569000705,36.0
50.0,1024.0,5.984311468005018e-05,1.4682187646014393e-05,4.107698678970337,0.24534464364885364,36.0
50.0,1024.0,4.192198999297752e-05,1.4682187646014393e-05,1.7877860069274902,0.35022640023705576,38.0
78.0,1024.0,8.388032025879499e-05,1.4682187646014393e-05,2.161560297012329,0.1750373341531793,40.0
66.0,1024.0,5.695420836320191e-05,1.4682187646014393e-05,1.7745928764343262,0.2577893375742283,42.0
54.0,1024.0,3.8503472336389504e-05,1.4682187646014393e-05,1.7445621490478516,0.38132113170838117,46.0
54.0,1024.0,3.879292186254186e-05,1.4682187646014393e-05,1.7971036434173584,0.37847594202981133,46.0
70.0,1024.0,5.565791355735805e-05,1.4682187646014393e-05,1.777489185333252,0.26379335313896957,48.0
50.0,1024.0,6.0972183138054e-05,1.4682187646014393e-05,3.8836047649383545,0.24080140959969884,52.0
50.0,1024.0,4.0739261981371713e-05,1.4682187646014393e-05,1.7987539768218994,0.36039405065138186,54.0
50.0,1024.0,4.096975579598145e-05,1.4682187646014393e-05,1.7682769298553467,0.35836649159267153,54.0
46.0,1024.0,8.181315197889182e-05,1.4682187646014393e-05,1.6187686920166016,0.17945999256699544,58.0
54.0,1024.0,6.483217090319091e-05,1.4682187646014393e-05,2.9938483238220215,0.22646453822961163,60.0
54.0,1024.0,6.499859501219842e-05,1.4682187646014393e-05,3.0691046714782715,0.22588469248079832,60.0
24.0,1024.0,0.000167538860061287,1.4682187646014393e-05,1.4333851337432861,0.08763452037720404,62.0
22.0,1024.0,0.000501010721362229,1.4682187646014393e-05,1.3629863262176514,0.029305136636785106,68.0
