tiles,num_threads,costs,best_costs,all_cost,log,trial
34.0,1024.0,0.0012925977293233083,0.00025326596803652965,1.4519529342651367,0.19593564361985819,4.0
532.0,1024.0,0.03359208625,0.00025326596803652965,4.045459270477295,0.0075394533745735915,8.0
46.0,1024.0,0.002935108865384615,0.00025326596803652965,1.681753158569336,0.08628844095816589,12.0
276.0,1024.0,0.00237816278125,0.00025326596803652965,2.540699005126953,0.10649648124734717,14.0
32.0,1024.0,0.0016496026226415093,0.00025326596803652965,1.5081701278686523,0.15353150180555286,22.0
282.0,1024.0,0.0016382700869565217,0.00025326596803652965,3.1405398845672607,0.15459353744719329,26.0
25.0,1024.0,0.0006033776452702703,0.00025326596803652965,1.3477497100830078,0.41974701917086193,32.0
264.0,1024.0,0.006529686875,0.00025326596803652965,2.4865574836730957,0.03878684734580472,32.0
274.0,1024.0,0.0016054202421052631,0.00025326596803652965,1.2942523956298828,0.15775680497488312,40.0
114.0,1024.0,0.0029872091372549017,0.00025326596803652965,2.95516037940979,0.08478347393824211,44.0
526.0,1024.0,0.0021402471592920354,0.00025326596803652965,1.858597755432129,0.11833491610394502,48.0
154.0,1024.0,0.006639681624999999,0.00025326596803652965,5.667134761810303,0.038144294009960104,54.0
32.0,1024.0,0.0004848120437317784,0.00025326596803652965,1.305962324142456,0.5224003225807828,54.0
79.0,1024.0,0.0008582286214689265,0.00025326596803652965,1.4235866069793701,0.29510314816003785,56.0
66.0,1024.0,0.0008313345986159169,0.00025326596803652965,2.3783490657806396,0.3046498587430264,60.0
530.0,1024.0,0.05844008795,0.00025326596803652965,5.143305778503418,0.004333771164978708,62.0
44.0,1024.0,0.001152857106870229,0.00025326596803652965,1.4460530281066895,0.21968548099087049,66.0
544.0,1024.0,0.004000515947368421,0.00025326596803652965,2.5945112705230713,0.06330832606807392,68.0
148.0,1024.0,0.0019829781447368426,0.00025326596803652965,2.567538022994995,0.12771999969275513,68.0
146.0,1024.0,0.0013903470619469026,0.00025326596803652965,1.540666103363037,0.18216024974503947,72.0
46.0,1024.0,0.0009518520052910053,0.00025326596803652965,1.3911566734313965,0.2660770441504715,76.0
92.0,1024.0,0.0021090011764705882,0.00025326596803652965,6.26992130279541,0.12008811131171108,78.0
533.0,1024.0,0.025251878099999996,0.00025326596803652965,2.6693577766418457,0.010029589364940332,80.0
20.0,1024.0,0.0009363004894514768,0.00025326596803652965,2.00113844871521,0.27049646015341,80.0
26.0,1024.0,0.0009546197278106509,0.00025326596803652965,1.50065016746521,0.2653056087761524,84.0
19.0,1024.0,0.0015410067476635512,0.00025326596803652965,1.454904317855835,0.16435097926762962,84.0
20.0,1024.0,0.000971099213483146,0.00025326596803652965,1.4443883895874023,0.2608033911675341,86.0
34.0,1024.0,0.0008065496236559139,0.00025326596803652965,1.4492056369781494,0.3140116374842879,90.0
19.0,1024.0,0.0014006448166666667,0.00025326596803652965,1.4629888534545898,0.18082097975364392,92.0
27.0,1024.0,0.0015500169816513763,0.00025326596803652965,1.4517219066619873,0.16339560858662466,94.0
27.0,1024.0,0.0011668211428571427,0.00025326596803652965,1.4143359661102295,0.21705637542388767,96.0
