task_name,trial,costs,all_cost,best_cost,best_all_cost,cmp
conv2d_nchw_winograd.cuda,1,0.004216991444444445,2.2224762439727783,9.445361094586557e-05,1.8760027885437012,0.022398340663057494
conv2d_nchw_winograd.cuda,2,0.01040989755,2.1467199325561523,9.445361094586557e-05,1.8760027885437012,0.009073442893380402
conv2d_nchw_winograd.cuda,3,0.006453834875,2.1210970878601074,9.445361094586557e-05,1.8760027885437012,0.0146352692275638
conv2d_nchw_winograd.cuda,4,0.0047228313939393935,2.025749921798706,9.445361094586557e-05,1.8760027885437012,0.019999361202492603
conv2d_nchw_winograd.cuda,5,0.0038265531463414636,1.753279685974121,9.445361094586557e-05,1.8760027885437012,0.024683731633564764
conv2d_nchw_winograd.cuda,6,0.00335764114893617,2.2392983436584473,9.445361094586557e-05,1.8760027885437012,0.02813094275300745
conv2d_nchw_winograd.cuda,7,0.003342013680851064,2.1865415573120117,9.445361094586557e-05,1.8760027885437012,0.02826248482675642
conv2d_nchw_winograd.cuda,8,0.03779825595,3.6657278537750244,9.445361094586557e-05,1.8760027885437012,0.0024988880722647618
conv2d_nchw_winograd.cuda,9,0.037794657999999995,3.9677016735076904,9.445361094586557e-05,1.8760027885437012,0.0024991259597021776
conv2d_nchw_winograd.cuda,10,0.01024673935,2.2861762046813965,9.445361094586557e-05,1.8760027885437012,0.009217918766116126
conv2d_nchw_winograd.cuda,11,0.00647348225,2.1203505992889404,9.445361094586557e-05,1.8760027885437012,0.014590850379772891
conv2d_nchw_winograd.cuda,12,0.004676374303030304,2.0526275634765625,9.445361094586557e-05,1.8760027885437012,0.020198043361212416
conv2d_nchw_winograd.cuda,13,0.00379623687804878,2.131394624710083,9.445361094586557e-05,1.8760027885437012,0.024880852797155687
conv2d_nchw_winograd.cuda,14,0.0033879352826086955,1.9040303230285645,9.445361094586557e-05,1.8760027885437012,0.027879402369556685
conv2d_nchw_winograd.cuda,15,0.00313917036,2.1606273651123047,9.445361094586557e-05,1.8760027885437012,0.03008871775466992
conv2d_nchw_winograd.cuda,16,0.0030823388431372553,1.9189074039459229,9.445361094586557e-05,1.8760027885437012,0.030643487219506705
conv2d_nchw_winograd.cuda,17,0.01725057815,2.645955801010132,9.445361094586557e-05,1.8760027885437012,0.005475388136244324
conv2d_nchw_winograd.cuda,18,0.005151146875,2.0577328205108643,9.445361094586557e-05,1.8760027885437012,0.018336423565065898
conv2d_nchw_winograd.cuda,19,0.003273858208333334,2.207214832305908,9.445361094586557e-05,1.8760027885437012,0.028850855759556645
conv2d_nchw_winograd.cuda,20,0.002390321484848485,1.8241522312164307,9.445361094586557e-05,1.8760027885437012,0.03951502404366025
conv2d_nchw_winograd.cuda,21,0.001961136037037037,1.982285499572754,9.445361094586557e-05,1.8760027885437012,0.04816270221038305
conv2d_nchw_winograd.cuda,22,0.0017371301847826086,2.1925597190856934,9.445361094586557e-05,1.8760027885437012,0.05437336347804345
conv2d_nchw_winograd.cuda,23,0.0016204806969696971,1.9342803955078125,9.445361094586557e-05,1.8760027885437012,0.05828740269630737
conv2d_nchw_winograd.cuda,24,0.0015840437156862746,2.1637415885925293,9.445361094586557e-05,1.8760027885437012,0.05962815925502679
conv2d_nchw_winograd.cuda,25,0.0026469477666666665,2.0949294567108154,9.445361094586557e-05,1.8760027885437012,0.03568397236066813
conv2d_nchw_winograd.cuda,26,0.0016857789684210525,1.8993096351623535,9.445361094586557e-05,1.8760027885437012,0.05602965318420922
conv2d_nchw_winograd.cuda,27,0.0012425756259541985,2.1588375568389893,9.445361094586557e-05,1.8760027885437012,0.07601437608542559
conv2d_nchw_winograd.cuda,28,0.0010204508679245283,1.9104456901550293,9.445361094586557e-05,1.8760027885437012,0.09256066501072473
conv2d_nchw_winograd.cuda,29,0.0008981330828729281,2.1436500549316406,9.445361094586557e-05,1.8760027885437012,0.10516660921088605
conv2d_nchw_winograd.cuda,30,0.0008462965751295337,2.196323871612549,9.445361094586557e-05,1.8760027885437012,0.11160816872195016
conv2d_nchw_winograd.cuda,31,0.0013553516363636363,2.1881680488586426,9.445361094586557e-05,1.8760027885437012,0.0696893768463522
conv2d_nchw_winograd.cuda,32,0.0008814222513368983,2.210860252380371,9.445361094586557e-05,1.8760027885437012,0.10716045663993952
conv2d_nchw_winograd.cuda,33,0.000645730705882353,2.1720306873321533,9.445361094586557e-05,1.8760027885437012,0.14627399639730662
conv2d_nchw_winograd.cuda,34,0.0005406623762376238,1.9218831062316895,9.445361094586557e-05,1.8760027885437012,0.1746998036059989
conv2d_nchw_winograd.cuda,35,0.00047820541569767446,2.223627805709839,9.445361094586557e-05,1.8760027885437012,0.19751681567232593
conv2d_nchw_winograd.cuda,36,0.000687354658227848,2.1910934448242188,9.445361094586557e-05,1.8760027885437012,0.13741612108862086
conv2d_nchw_winograd.cuda,37,0.0004545766749311295,2.0703306198120117,9.445361094586557e-05,1.8760027885437012,0.2077836724908416
conv2d_nchw_winograd.cuda,38,0.0003396954692622951,1.8927702903747559,9.445361094586557e-05,1.8760027885437012,0.2780537849120779
conv2d_nchw_winograd.cuda,39,0.0003247097520491803,2.0761287212371826,9.445361094586557e-05,1.8760027885437012,0.2908862772053723
conv2d_nchw_winograd.cuda,40,0.0005507308631921824,2.225379228591919,9.445361094586557e-05,1.8760027885437012,0.17150593376660853
conv2d_nchw_winograd.cuda,41,0.0004047694151376147,2.010408878326416,9.445361094586557e-05,1.8760027885437012,0.23335165013333073
conv2d_nchw_winograd.cuda,42,0.0003087834686346863,1.853713035583496,9.445361094586557e-05,1.8760027885437012,0.3058894679935446
conv2d_nchw_winograd.cuda,43,0.00047933211560693647,1.8326103687286377,9.445361094586557e-05,1.8760027885437012,0.1970525401292321
conv2d_nchw_winograd.cuda,44,0.0003540824203821656,1.8677153587341309,9.445361094586557e-05,1.8760027885437012,0.26675600230003116
conv2d_nchw_winograd.cuda,45,0.0004399183796791443,1.929793357849121,9.445361094586557e-05,1.8760027885437012,0.2147071259326686
conv2d_nchw_winograd.cuda,46,0.01040830455,2.162048816680908,9.445361094586557e-05,1.8760027885437012,0.009074831591651069
conv2d_nchw_winograd.cuda,47,0.00651311684375,2.1584150791168213,9.445361094586557e-05,1.8760027885437012,0.014502059952525409
conv2d_nchw_winograd.cuda,48,0.004663308909090909,1.975416660308838,9.445361094586557e-05,1.8760027885437012,0.02025463309147986
conv2d_nchw_winograd.cuda,49,0.003833203731707317,1.8606672286987305,9.445361094586557e-05,1.8760027885437012,0.02464090550798763
conv2d_nchw_winograd.cuda,50,0.0033572506808510643,1.9016454219818115,9.445361094586557e-05,1.8760027885437012,0.028134214547816113
conv2d_nchw_winograd.cuda,51,0.003405094574468085,2.0368688106536865,9.445361094586557e-05,1.8760027885437012,0.02773890970726424
conv2d_nchw_winograd.cuda,52,0.0034546974347826084,2.055202007293701,9.445361094586557e-05,1.8760027885437012,0.02734063191609403
conv2d_nchw_winograd.cuda,53,0.0583884923,4.994025230407715,9.445361094586557e-05,1.8760027885437012,0.0016176751141400096
conv2d_nchw_winograd.cuda,54,0.0061297438749999995,2.017885446548462,9.445361094586557e-05,1.8760027885437012,0.015409063228741441
conv2d_nchw_winograd.cuda,55,0.004278914837837838,1.837961196899414,9.445361094586557e-05,1.8760027885437012,0.022074197436842084
conv2d_nchw_winograd.cuda,56,0.003404880347826087,1.974801778793335,9.445361094586557e-05,1.8760027885437012,0.0277406549707896
conv2d_nchw_winograd.cuda,57,0.002948829,1.8965132236480713,9.445361094586557e-05,1.8760027885437012,0.03203088783576991
conv2d_nchw_winograd.cuda,58,0.002699097050847458,1.8792717456817627,9.445361094586557e-05,1.8760027885437012,0.03499452193325512
conv2d_nchw_winograd.cuda,59,0.0025820312903225805,2.0162925720214844,9.445361094586557e-05,1.8760027885437012,0.03658112560443263
conv2d_nchw_winograd.cuda,60,0.0027621438947368422,2.08939528465271,9.445361094586557e-05,1.8760027885437012,0.03419576044747098
conv2d_nchw_winograd.cuda,61,0.003097079705882353,1.9349918365478516,9.445361094586557e-05,1.8760027885437012,0.030497636456197012
conv2d_nchw_winograd.cuda,62,0.0021889400684931507,1.767653465270996,9.445361094586557e-05,1.8760027885437012,0.043150386940875314
conv2d_nchw_winograd.cuda,63,0.0017610739782608698,1.8718342781066895,9.445361094586557e-05,1.8760027885437012,0.053634096075363194
conv2d_nchw_winograd.cuda,64,0.0015279227009345794,1.9554336071014404,9.445361094586557e-05,1.8760027885437012,0.06181831769898532
conv2d_nchw_winograd.cuda,65,0.0014016778275862069,1.8732380867004395,9.445361094586557e-05,1.8760027885437012,0.06738610619854185
conv2d_nchw_winograd.cuda,66,0.0013498854416666667,1.851025104522705,9.445361094586557e-05,1.8760027885437012,0.0699715753873501
conv2d_nchw_winograd.cuda,67,0.0015895327156862746,1.7379255294799805,9.445361094586557e-05,1.8760027885437012,0.059422250334171686
conv2d_nchw_winograd.cuda,68,0.0011431243931034484,1.7256150245666504,9.445361094586557e-05,1.8760027885437012,0.08262758761488337
conv2d_nchw_winograd.cuda,69,0.0009263787528089888,1.9378368854522705,9.445361094586557e-05,1.8760027885437012,0.10196003595663325
conv2d_nchw_winograd.cuda,70,0.0007980756952380954,1.8299968242645264,9.445361094586557e-05,1.8760027885437012,0.11835169459419081
conv2d_nchw_winograd.cuda,71,0.0007420722088888889,1.905439853668213,9.445361094586557e-05,1.8760027885437012,0.12728358482430135
conv2d_nchw_winograd.cuda,72,0.0008376565970149254,1.844146490097046,9.445361094586557e-05,1.8760027885437012,0.11275934706711631
conv2d_nchw_winograd.cuda,73,0.0005995008785714285,1.8048748970031738,9.445361094586557e-05,1.8760027885437012,0.15755374899690283
conv2d_nchw_winograd.cuda,74,0.0004984763940298507,1.8700294494628906,9.445361094586557e-05,1.8760027885437012,0.1894846216934584
conv2d_nchw_winograd.cuda,75,0.0004355802120418848,1.873565435409546,9.445361094586557e-05,1.8760027885437012,0.21684550476499387
conv2d_nchw_winograd.cuda,76,0.0004573274032697547,1.8712027072906494,9.445361094586557e-05,1.8760027885437012,0.20653389731415694
conv2d_nchw_winograd.cuda,77,0.0003367808470824949,1.688368320465088,9.445361094586557e-05,1.8760027885437012,0.2804601620433867
conv2d_nchw_winograd.cuda,78,0.00032111055935613687,1.7594172954559326,9.445361094586557e-05,1.8760027885437012,0.29414669867990567
conv2d_nchw_winograd.cuda,79,0.00038401846846846847,1.8215546607971191,9.445361094586557e-05,1.8760027885437012,0.24596111567905254
conv2d_nchw_winograd.cuda,80,0.0003059075721925134,1.8464016914367676,9.445361094586557e-05,1.8760027885437012,0.3087651942346302
conv2d_nchw_winograd.cuda,81,0.0003475516315789474,2.115725517272949,9.445361094586557e-05,1.8760027885437012,0.2717685729649931
conv2d_nchw_winograd.cuda,82,0.00654557828125,2.0807998180389404,9.445361094586557e-05,1.8760027885437012,0.014430139994877259
conv2d_nchw_winograd.cuda,83,0.004672022939393939,1.9402275085449219,9.445361094586557e-05,1.8760027885437012,0.02021685513344637
conv2d_nchw_winograd.cuda,84,0.003843318609756098,1.978684902191162,9.445361094586557e-05,1.8760027885437012,0.02457605536686424
conv2d_nchw_winograd.cuda,85,0.003364205934782609,1.981027603149414,9.445361094586557e-05,1.8760027885437012,0.028076049081688887
conv2d_nchw_winograd.cuda,86,0.0034171509148936165,1.9943664073944092,9.445361094586557e-05,1.8760027885437012,0.027641041703540366
conv2d_nchw_winograd.cuda,87,0.0033169641458333336,1.8867032527923584,9.445361094586557e-05,1.8760027885437012,0.02847592159370044
conv2d_nchw_winograd.cuda,88,0.005820636875,2.490312337875366,9.445361094586557e-05,1.8760027885437012,0.016227367034619484
conv2d_nchw_winograd.cuda,89,0.004067641820512821,1.878892421722412,9.445361094586557e-05,1.8760027885437012,0.023220729630013856
conv2d_nchw_winograd.cuda,90,0.00320077218,1.7471320629119873,9.445361094586557e-05,1.8760027885437012,0.029509632561810623
conv2d_nchw_winograd.cuda,91,0.0027517841034482757,1.8070621490478516,9.445361094586557e-05,1.8760027885437012,0.03432449908679436
conv2d_nchw_winograd.cuda,92,0.0024746178307692305,1.843564510345459,9.445361094586557e-05,1.8760027885437012,0.038168968869227306
conv2d_nchw_winograd.cuda,93,0.0023674417352941178,1.982647180557251,9.445361094586557e-05,1.8760027885437012,0.03989691046573156
conv2d_nchw_winograd.cuda,94,0.002448355723076923,2.0504348278045654,9.445361094586557e-05,1.8760027885437012,0.038578385508116785
conv2d_nchw_winograd.cuda,95,0.0020911087532467535,1.9028759002685547,9.445361094586557e-05,1.8760027885437012,0.045169152871275806
conv2d_nchw_winograd.cuda,96,0.0016666150404040406,1.8953182697296143,9.445361094586557e-05,1.8760027885437012,0.05667392208519071
conv2d_nchw_winograd.cuda,97,0.0014300526551724137,1.8889811038970947,9.445361094586557e-05,1.8760027885437012,0.06604904414129968
conv2d_nchw_winograd.cuda,98,0.0012967078503937008,1.8925719261169434,9.445361094586557e-05,1.8760027885437012,0.07284108823524742
conv2d_nchw_winograd.cuda,99,0.0012614911692307692,1.9090416431427002,9.445361094586557e-05,1.8760027885437012,0.07487457165749435
