task_name,trial,costs,all_cost,best_cost,best_all_cost,cmp
conv2d_nchw_winograd.cuda,1,7.687148097165992e-05,3.941589117050171,4.774748188512518e-05,3.1428894996643066,0.6211338884277273
conv2d_nchw_winograd.cuda,2,6.323542544886807e-05,2.3168487548828125,4.774748188512518e-05,3.1428894996643066,0.7550748895290286
conv2d_nchw_winograd.cuda,3,7.767133913840513e-05,4.0104522705078125,4.774748188512518e-05,3.1428894996643066,0.6147374619104014
conv2d_nchw_winograd.cuda,4,8.018453063063064e-05,3.554314613342285,4.774748188512518e-05,3.1428894996643066,0.5954699928976769
conv2d_nchw_winograd.cuda,5,7.751405407882676e-05,3.9189631938934326,4.774748188512518e-05,3.1428894996643066,0.6159848359443191
conv2d_nchw_winograd.cuda,6,7.668231106777182e-05,2.634312868118286,4.774748188512518e-05,3.1428894996643066,0.6226661823340973
conv2d_nchw_winograd.cuda,7,6.108471336370539e-05,2.547393560409546,4.774748188512518e-05,3.1428894996643066,0.781660079189227
conv2d_nchw_winograd.cuda,8,6.102918997361477e-05,2.3042075634002686,4.774748188512518e-05,3.1428894996643066,0.7823712211446396
conv2d_nchw_winograd.cuda,9,7.235036148919136e-05,3.4445719718933105,4.774748188512518e-05,3.1428894996643066,0.6599480763100033
conv2d_nchw_winograd.cuda,10,6.856391345329906e-05,2.4662506580352783,4.774748188512518e-05,3.1428894996643066,0.6963937657620349
conv2d_nchw_winograd.cuda,11,6.108558974358975e-05,2.3737704753875732,4.774748188512518e-05,3.1428894996643066,0.7816488649049302
conv2d_nchw_winograd.cuda,12,8.141929591334319e-05,2.4822006225585938,4.774748188512518e-05,3.1428894996643066,0.5864393857685056
conv2d_nchw_winograd.cuda,13,6.99665181366934e-05,3.353494167327881,4.774748188512518e-05,3.1428894996643066,0.682433300337185
conv2d_nchw_winograd.cuda,14,6.854474831763124e-05,2.652376174926758,4.774748188512518e-05,3.1428894996643066,0.6965884777031629
conv2d_nchw_winograd.cuda,15,6.740200260319822e-05,3.5013582706451416,4.774748188512518e-05,3.1428894996643066,0.7083985644494718
conv2d_nchw_winograd.cuda,16,6.430109813874788e-05,3.2425005435943604,4.774748188512518e-05,3.1428894996643066,0.742560909023613
conv2d_nchw_winograd.cuda,17,6.48429970453935e-05,3.7997946739196777,4.774748188512518e-05,3.1428894996643066,0.7363552590220258
conv2d_nchw_winograd.cuda,18,6.864359896951482e-05,2.573183298110962,4.774748188512518e-05,3.1428894996643066,0.6955853510293105
conv2d_nchw_winograd.cuda,19,6.292880859375e-05,2.3472659587860107,4.774748188512518e-05,3.1428894996643066,0.7587539467554355
conv2d_nchw_winograd.cuda,20,6.395803253292022e-05,2.443965196609497,4.774748188512518e-05,3.1428894996643066,0.7465439444302605
conv2d_nchw_winograd.cuda,21,6.862665955667085e-05,2.5916755199432373,4.774748188512518e-05,3.1428894996643066,0.6957570453461462
conv2d_nchw_winograd.cuda,22,7.000782835506942e-05,2.7516562938690186,4.774748188512518e-05,3.1428894996643066,0.6820306101048724
conv2d_nchw_winograd.cuda,23,6.166952155625657e-05,3.422490358352661,4.774748188512518e-05,3.1428894996643066,0.7742476458418551
conv2d_nchw_winograd.cuda,24,5.9807460949464e-05,2.4689714908599854,4.774748188512518e-05,3.1428894996643066,0.7983532677548503
conv2d_nchw_winograd.cuda,25,8.03853745318352e-05,2.6837968826293945,4.774748188512518e-05,3.1428894996643066,0.593982203394669
conv2d_nchw_winograd.cuda,26,7.84763155473781e-05,3.8643200397491455,4.774748188512518e-05,3.1428894996643066,0.6084317485101456
conv2d_nchw_winograd.cuda,27,7.265962908366534e-05,3.4759693145751953,4.774748188512518e-05,3.1428894996643066,0.6571390810452035
conv2d_nchw_winograd.cuda,28,6.458697745208568e-05,2.7063796520233154,4.774748188512518e-05,3.1428894996643066,0.739274134953087
conv2d_nchw_winograd.cuda,29,7.190746419327005e-05,2.672860860824585,4.774748188512518e-05,3.1428894996643066,0.6640128729444746
conv2d_nchw_winograd.cuda,30,6.798722881355933e-05,2.531818151473999,4.774748188512518e-05,3.1428894996643066,0.7023007514552859
conv2d_nchw_winograd.cuda,31,6.529876640926641e-05,2.6153411865234375,4.774748188512518e-05,3.1428894996643066,0.7312156800308166
conv2d_nchw_winograd.cuda,32,7.423443113482056e-05,2.573707342147827,4.774748188512518e-05,3.1428894996643066,0.643198596058597
conv2d_nchw_winograd.cuda,33,5.9255332653754675e-05,2.734316110610962,4.774748188512518e-05,3.1428894996643066,0.8057921497821462
conv2d_nchw_winograd.cuda,34,6.621781662005593e-05,2.5856802463531494,4.774748188512518e-05,3.1428894996643066,0.721066992575281
conv2d_nchw_winograd.cuda,35,7.531998487467589e-05,2.6757802963256836,4.774748188512518e-05,3.1428894996643066,0.6339284582248882
conv2d_nchw_winograd.cuda,36,7.920358283616337e-05,3.850191593170166,4.774748188512518e-05,3.1428894996643066,0.602844974625621
conv2d_nchw_winograd.cuda,37,6.99607935798456e-05,2.7472071647644043,4.774748188512518e-05,3.1428894996643066,0.6824891405874554
conv2d_nchw_winograd.cuda,38,5.617436306574166e-05,2.656597375869751,4.774748188512518e-05,3.1428894996643066,0.8499870631242517
conv2d_nchw_winograd.cuda,39,6.791731378692928e-05,2.625993490219116,4.774748188512518e-05,3.1428894996643066,0.7030237096084063
conv2d_nchw_winograd.cuda,40,6.831220524756666e-05,3.659987449645996,4.774748188512518e-05,3.1428894996643066,0.6989597497560802
conv2d_nchw_winograd.cuda,41,6.936989435545385e-05,3.886103868484497,4.774748188512518e-05,3.1428894996643066,0.6883026466851074
